# corpus-twin-fold-latest — Sound Arc IV r11 · stamp 20260727.232702
# Law: latest-wins across T1–T7 shelves; columns: witness\tverdict\tvia_shelf\trest…
# Not a fresh twin run — a fold of measured shelves for the saga pane.
inference_assist_view_lap6.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
inference_assist_view_lap7.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
inference_assist_view_lap8.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
inference_assist_view_lap9.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
inference_scribble_blocks_view.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
inference_scribble_depth_view.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
inference_scribble_fence_heading_view.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
inference_scribble_fence_view.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
inference_scribble_h1_blocks_view.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
inference_scribble_h1_view.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
inference_scribble_h2_blocks_view.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
inference_scribble_h2_view.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
inference_scribble_h3_blocks_view.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
inference_scribble_h3_view.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
inference_scribble_para_blocks_view.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
inference_scribble_para_view.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
inference_scribble_plain_view.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
inference_scribble_rish_blocks_view.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
inference_scribble_rish_view.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
inference_scribble_rye_blocks_view.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
inference_scribble_rye_view.rish	TWIN	20260726-132520_corpus-twin-verdicts.tsv	0	0
